country,payment_date,total_amount
Finland,39:06.0,0.99
Mozambique,52:34.0,0.99
Philippines,40:46.0,0.99
Yugoslavia,28:53.0,0.99
Nigeria,20:06.0,0.99
Brazil,43:25.0,0.99
China,37:44.0,0.99
Mexico,28:08.0,0.99
Poland,07:11.0,0.99
Greece,33:59.0,0.99
Nigeria,36:09.0,0.99
India,54:09.0,0.99
China,40:57.0,0.99
Ethiopia,34:52.0,0.99
Algeria,14:27.0,0.99
United Kingdom,22:16.0,0.99
India,28:42.0,0.99
Germany,01:08.0,0.99
Taiwan,34:36.0,0.99
Slovakia,01:09.0,0.99
Argentina,29:35.0,0.99
Nigeria,15:14.0,0.99
Taiwan,38:03.0,0.99
United Kingdom,06:25.0,0.99
Israel,51:30.0,0.99
Indonesia,52:19.0,0.99
China,19:36.0,0.99
Italy,26:59.0,0.99
Colombia,46:13.0,0.99
United States,07:53.0,0.99
Japan,11:14.0,0.99
Russian Federation,33:49.0,0.99
China,55:48.0,0.99
Japan,37:45.0,0.99
Indonesia,14:29.0,0.99
India,05:34.0,0.99
Taiwan,05:23.0,0.99
Argentina,50:30.0,0.99
Russian Federation,43:46.0,0.99
China,53:49.0,0.99
Philippines,00:56.0,0.99
United States,29:55.0,0.99
Taiwan,27:01.0,0.99
Liechtenstein,35:47.0,0.99
Poland,08:33.0,0.99
Venezuela,58:31.0,0.99
Brazil,44:02.0,0.99
Brazil,45:07.0,0.99
India,01:38.0,0.99
India,43:19.0,0.99
United States,46:50.0,0.99
France,20:41.0,0.99
Bangladesh,21:36.0,0.99
India,12:09.0,0.99
Yemen,37:45.0,0.99
Hungary,06:48.0,0.99
United Kingdom,27:18.0,0.99
Myanmar,20:20.0,0.99
Philippines,42:57.0,0.99
Germany,34:47.0,0.99
China,19:53.0,0.99
China,17:10.0,0.99
Iran,45:51.0,0.99
China,18:24.0,0.99
Japan,13:01.0,0.99
Mexico,10:35.0,0.99
New Zealand,35:38.0,0.99
India,58:22.0,0.99
India,18:16.0,0.99
Sri Lanka,40:25.0,0.99
Lithuania,07:31.0,0.99
Argentina,50:50.0,0.99
Kazakstan,33:56.0,0.99
Algeria,59:52.0,0.99
Russian Federation,05:55.0,0.99
United States,08:36.0,0.99
China,05:49.0,0.99
India,35:15.0,0.99
Ukraine,11:18.0,0.99
Mexico,48:28.0,0.99
China,22:04.0,0.99
Russian Federation,33:12.0,0.99
South Korea,15:21.0,0.99
China,59:42.0,0.99
Canada,54:48.0,0.99
Runion,35:46.0,0.99
Venezuela,54:03.0,0.99
French Polynesia,18:11.0,0.99
China,31:00.0,0.99
Indonesia,55:12.0,0.99
Dominican Republic,01:00.0,0.99
United States,42:46.0,0.99
Russian Federation,31:39.0,0.99
China,24:40.0,0.99
Colombia,52:51.0,0.99
Japan,11:16.0,0.99
China,05:06.0,0.99
Mexico,34:05.0,0.99
Russian Federation,20:16.0,0.99
Japan,02:06.0,0.99
Argentina,51:38.0,0.99
Taiwan,26:42.0,0.99
Mexico,38:56.0,0.99
China,08:51.0,0.99
Nigeria,52:39.0,0.99
"Congo, The Democratic Republic of the",33:54.0,0.99
China,41:55.0,0.99
American Samoa,25:56.0,0.99
China,56:44.0,0.99
China,12:25.0,0.99
Netherlands,00:28.0,0.99
South Africa,34:53.0,0.99
Yemen,12:35.0,0.99
Russian Federation,25:55.0,0.99
India,38:15.0,0.99
Indonesia,46:33.0,0.99
North Korea,40:15.0,0.99
India,59:08.0,0.99
Nigeria,50:34.0,0.99
Poland,13:32.0,0.99
China,02:22.0,0.99
Japan,21:39.0,0.99
Liechtenstein,58:13.0,0.99
Philippines,16:43.0,0.99
India,45:12.0,0.99
Philippines,55:35.0,0.99
United States,42:55.0,0.99
India,09:34.0,0.99
China,03:59.0,0.99
Taiwan,48:47.0,0.99
Iran,25:12.0,0.99
Yemen,23:36.0,0.99
Saudi Arabia,04:01.0,0.99
Philippines,00:49.0,0.99
India,36:33.0,0.99
India,51:31.0,0.99
Cambodia,16:42.0,0.99
Russian Federation,49:43.0,0.99
China,31:25.0,0.99
Chad,49:37.0,0.99
China,36:17.0,0.99
Brazil,09:35.0,0.99
India,50:33.0,0.99
Tunisia,47:04.0,0.99
India,35:04.0,0.99
China,28:14.0,0.99
Peru,47:09.0,0.99
Morocco,00:12.0,0.99
Poland,41:47.0,0.99
Austria,42:52.0,0.99
Brunei,40:52.0,0.99
United States,33:37.0,0.99
France,21:24.0,0.99
Japan,26:04.0,0.99
Italy,17:39.0,0.99
Netherlands,05:51.0,0.99
China,52:26.0,0.99
South Africa,56:13.0,0.99
Romania,41:50.0,0.99
United Kingdom,37:28.0,0.99
India,38:08.0,0.99
North Korea,55:32.0,0.99
Colombia,18:08.0,0.99
China,40:38.0,0.99
United States,52:17.0,0.99
China,23:19.0,0.99
Indonesia,07:01.0,0.99
Romania,44:53.0,0.99
Sri Lanka,32:16.0,0.99
Morocco,44:16.0,0.99
China,27:37.0,0.99
Bangladesh,27:48.0,0.99
United Kingdom,45:09.0,0.99
United States,53:57.0,0.99
Philippines,37:22.0,0.99
Mexico,27:41.0,0.99
Runion,56:53.0,0.99
Austria,39:37.0,0.99
Japan,19:13.0,0.99
Mexico,08:19.0,0.99
Mexico,24:35.0,0.99
Mexico,24:44.0,0.99
Russian Federation,19:46.0,0.99
China,58:36.0,0.99
Ukraine,00:17.0,0.99
Angola,13:28.0,0.99
India,03:18.0,0.99
Japan,18:08.0,0.99
Vietnam,16:27.0,0.99
Venezuela,43:58.0,0.99
Argentina,15:16.0,0.99
Lithuania,08:06.0,0.99
India,19:53.0,0.99
South Africa,46:28.0,0.99
Japan,05:09.0,0.99
Mexico,32:51.0,0.99
Italy,41:40.0,0.99
Yugoslavia,27:21.0,0.99
Taiwan,08:06.0,0.99
Nepal,36:58.0,0.99
New Zealand,12:20.0,0.99
Turkey,38:53.0,0.99
China,08:35.0,0.99
India,11:48.0,0.99
United States,35:16.0,0.99
India,20:57.0,0.99
Romania,23:59.0,0.99
China,52:58.0,0.99
Turkey,27:18.0,0.99
China,26:19.0,0.99
Japan,17:30.0,0.99
United Kingdom,28:30.0,0.99
China,48:01.0,0.99
Vietnam,08:25.0,0.99
Poland,15:44.0,0.99
Germany,57:35.0,0.99
Belarus,12:16.0,0.99
Cambodia,05:34.0,0.99
Japan,24:06.0,0.99
Poland,05:05.0,0.99
Canada,04:46.0,0.99
Belarus,17:44.0,0.99
Indonesia,22:30.0,0.99
South Africa,00:07.0,0.99
Moldova,56:42.0,0.99
Turkey,09:08.0,0.99
India,55:15.0,0.99
United States,07:23.0,0.99
Dominican Republic,12:24.0,0.99
Russian Federation,53:13.0,0.99
China,07:52.0,0.99
China,55:32.0,0.99
Canada,52:41.0,0.99
United States,31:50.0,0.99
Bangladesh,39:24.0,0.99
Afghanistan,18:13.0,0.99
China,14:30.0,0.99
United Kingdom,47:33.0,0.99
Mexico,12:01.0,0.99
Mexico,39:57.0,0.99
Argentina,16:26.0,0.99
Mexico,16:26.0,0.99
United States,59:01.0,0.99
China,07:03.0,0.99
Brazil,33:20.0,0.99
Indonesia,06:59.0,0.99
United States,44:46.0,0.99
Indonesia,18:07.0,0.99
China,30:52.0,0.99
Mexico,51:50.0,0.99
Chile,22:15.0,0.99
China,15:59.0,0.99
Philippines,50:50.0,0.99
Switzerland,09:44.0,0.99
China,57:15.0,0.99
Holy See (Vatican City State),00:07.0,0.99
Turkey,15:47.0,0.99
Kenya,05:25.0,0.99
Iran,18:05.0,0.99
United States,33:00.0,0.99
United States,31:19.0,0.99
China,37:58.0,0.99
India,38:59.0,0.99
Taiwan,24:20.0,0.99
United States,37:39.0,0.99
"Congo, The Democratic Republic of the",21:48.0,0.99
Japan,45:18.0,0.99
United Kingdom,00:15.0,0.99
Yugoslavia,40:20.0,0.99
France,37:35.0,0.99
China,25:42.0,0.99
India,53:50.0,0.99
China,32:29.0,0.99
Dominican Republic,12:01.0,0.99
Russian Federation,34:11.0,0.99
Israel,58:54.0,0.99
Venezuela,21:06.0,0.99
Sudan,05:45.0,0.99
South Korea,30:18.0,0.99
Dominican Republic,40:50.0,0.99
China,16:58.0,0.99
United States,21:36.0,0.99
Colombia,49:03.0,0.99
Azerbaijan,38:37.0,0.99
India,16:32.0,0.99
South Africa,22:13.0,0.99
Germany,10:31.0,0.99
Japan,01:21.0,0.99
"Congo, The Democratic Republic of the",11:35.0,0.99
China,47:33.0,0.99
Cameroon,51:19.0,0.99
China,37:54.0,0.99
Russian Federation,45:13.0,0.99
Brazil,35:02.0,0.99
China,00:24.0,0.99
India,05:21.0,0.99
United Kingdom,52:03.0,0.99
India,29:20.0,0.99
China,09:12.0,0.99
Indonesia,10:41.0,0.99
United States,36:43.0,0.99
Taiwan,14:00.0,0.99
United Arab Emirates,47:25.0,0.99
Canada,52:32.0,0.99
Oman,25:57.0,0.99
Netherlands,23:57.0,0.99
American Samoa,31:04.0,0.99
India,00:32.0,0.99
India,28:23.0,0.99
Ecuador,16:25.0,0.99
South Africa,56:12.0,0.99
India,38:44.0,0.99
South Africa,17:06.0,0.99
India,53:06.0,0.99
Latvia,41:08.0,0.99
Philippines,51:35.0,0.99
Turkey,26:23.0,0.99
Nigeria,59:52.0,0.99
Argentina,01:06.0,0.99
Nigeria,14:15.0,0.99
India,54:32.0,0.99
Malaysia,39:38.0,0.99
United Kingdom,25:20.0,0.99
China,58:11.0,0.99
United States,37:07.0,0.99
Argentina,23:52.0,0.99
India,07:14.0,0.99
Japan,57:32.0,0.99
Germany,47:47.0,0.99
China,45:14.0,0.99
United States,45:22.0,0.99
Germany,19:42.0,0.99
Yemen,10:05.0,0.99
United States,48:12.0,0.99
Yemen,39:39.0,0.99
Pakistan,17:15.0,0.99
United Kingdom,14:21.0,0.99
Indonesia,45:36.0,0.99
Iraq,43:36.0,0.99
Romania,59:17.0,0.99
India,54:41.0,0.99
Nigeria,56:56.0,0.99
France,15:35.0,0.99
Mexico,23:29.0,0.99
Argentina,52:43.0,0.99
Malaysia,03:59.0,0.99
Philippines,47:07.0,0.99
China,08:35.0,0.99
Germany,38:22.0,0.99
Vietnam,07:54.0,0.99
Mexico,13:24.0,0.99
Romania,51:45.0,0.99
Oman,05:28.0,0.99
Japan,38:05.0,0.99
Japan,53:14.0,0.99
United Arab Emirates,39:46.0,0.99
Chile,08:06.0,0.99
Russian Federation,47:55.0,0.99
Japan,20:23.0,0.99
Azerbaijan,41:14.0,0.99
Czech Republic,07:56.0,0.99
Philippines,57:33.0,0.99
Japan,16:16.0,0.99
Kazakstan,54:06.0,0.99
China,51:28.0,0.99
Myanmar,11:00.0,0.99
Indonesia,38:03.0,0.99
Poland,10:01.0,0.99
Brazil,26:59.0,0.99
South Africa,46:16.0,0.99
Czech Republic,56:32.0,0.99
Belarus,22:39.0,0.99
Poland,42:00.0,0.99
China,22:25.0,0.99
Japan,42:54.0,0.99
Taiwan,23:01.0,0.99
Japan,07:09.0,0.99
China,12:07.0,0.99
India,52:28.0,0.99
United States,42:48.0,0.99
Argentina,52:27.0,0.99
Austria,59:34.0,0.99
India,50:18.0,0.99
Iran,10:27.0,0.99
China,42:01.0,0.99
China,47:05.0,0.99
China,02:12.0,0.99
Bangladesh,13:39.0,0.99
United States,45:28.0,0.99
Germany,39:50.0,0.99
Argentina,29:01.0,0.99
Philippines,28:51.0,0.99
Argentina,23:25.0,0.99
Moldova,39:46.0,0.99
United States,26:20.0,0.99
Yemen,00:31.0,0.99
Mexico,06:05.0,0.99
Russian Federation,58:32.0,0.99
Argentina,39:37.0,0.99
Liechtenstein,19:54.0,0.99
Brazil,37:48.0,0.99
Colombia,44:12.0,0.99
Brazil,33:01.0,0.99
Turkey,53:02.0,0.99
Mexico,05:01.0,0.99
Yugoslavia,40:03.0,0.99
Brunei,14:00.0,0.99
Brazil,54:23.0,0.99
India,46:59.0,0.99
South Korea,56:34.0,0.99
China,41:44.0,0.99
Spain,11:12.0,0.99
United States,56:14.0,0.99
Russian Federation,08:30.0,0.99
Philippines,56:41.0,0.99
Brazil,03:13.0,0.99
Indonesia,33:48.0,0.99
Colombia,00:10.0,0.99
Israel,37:11.0,0.99
India,00:11.0,0.99
United States,15:52.0,0.99
Peru,27:39.0,0.99
Argentina,42:31.0,0.99
Belarus,40:35.0,0.99
Nigeria,12:49.0,0.99
Mexico,02:08.0,0.99
Nigeria,53:34.0,0.99
Brazil,58:38.0,0.99
Chad,45:21.0,0.99
Taiwan,30:29.0,0.99
Mexico,13:03.0,0.99
French Guiana,36:19.0,0.99
Brazil,15:32.0,0.99
China,19:15.0,0.99
Russian Federation,58:30.0,0.99
Mexico,31:34.0,0.99
Japan,04:43.0,0.99
French Guiana,37:18.0,0.99
China,11:28.0,0.99
Colombia,25:33.0,0.99
India,30:44.0,0.99
Spain,40:31.0,0.99
Ethiopia,27:58.0,0.99
Japan,58:14.0,0.99
Brazil,16:29.0,0.99
Lithuania,12:54.0,0.99
Germany,17:00.0,0.99
Taiwan,01:46.0,0.99
Argentina,32:00.0,0.99
Egypt,36:38.0,0.99
Egypt,35:00.0,0.99
Russian Federation,43:23.0,0.99
Austria,45:34.0,0.99
India,14:52.0,0.99
"Congo, The Democratic Republic of the",13:18.0,0.99
Mexico,22:55.0,0.99
China,47:22.0,0.99
Poland,03:20.0,0.99
Mexico,37:02.0,0.99
Turkey,16:30.0,0.99
Italy,51:20.0,0.99
Brunei,24:58.0,0.99
Philippines,00:31.0,0.99
Mozambique,08:06.0,0.99
Turkey,45:12.0,0.99
South Africa,19:39.0,0.99
Romania,20:42.0,0.99
India,20:45.0,0.99
Israel,23:59.0,0.99
India,02:41.0,0.99
Algeria,25:43.0,0.99
Iran,03:44.0,0.99
Venezuela,55:21.0,0.99
China,31:11.0,0.99
United States,35:37.0,0.99
Japan,32:24.0,0.99
Mexico,27:44.0,0.99
Indonesia,31:38.0,0.99
Indonesia,16:01.0,0.99
Italy,00:52.0,0.99
Chad,26:17.0,0.99
China,59:24.0,0.99
South Africa,35:36.0,0.99
India,29:06.0,0.99
China,36:31.0,0.99
India,48:08.0,0.99
Algeria,57:18.0,0.99
Russian Federation,36:27.0,0.99
Belarus,08:34.0,0.99
United States,20:09.0,0.99
China,10:36.0,0.99
Mexico,53:20.0,0.99
North Korea,10:21.0,0.99
Cameroon,26:27.0,0.99
Estonia,33:45.0,0.99
Mexico,10:50.0,0.99
Bolivia,19:26.0,0.99
Brazil,34:56.0,0.99
Germany,43:54.0,0.99
India,02:48.0,0.99
Mexico,41:01.0,0.99
Nigeria,29:51.0,0.99
India,58:46.0,0.99
Mexico,14:11.0,0.99
United Kingdom,18:55.0,0.99
India,04:31.0,0.99
China,35:49.0,0.99
India,42:46.0,0.99
Poland,55:12.0,0.99
Netherlands,50:23.0,0.99
United States,50:02.0,0.99
Israel,12:16.0,0.99
Mexico,30:01.0,0.99
India,59:30.0,0.99
Iran,06:10.0,0.99
United States,20:24.0,0.99
United States,33:59.0,0.99
Yemen,01:14.0,0.99
India,12:30.0,0.99
India,37:21.0,0.99
Taiwan,42:35.0,0.99
Mexico,03:33.0,0.99
Taiwan,38:02.0,0.99
South Africa,15:34.0,0.99
Peru,36:21.0,0.99
Russian Federation,37:31.0,0.99
Gambia,29:14.0,0.99
Vietnam,28:51.0,0.99
Argentina,03:29.0,0.99
China,31:00.0,0.99
Argentina,53:49.0,0.99
Holy See (Vatican City State),23:45.0,0.99
United States,55:52.0,0.99
France,21:36.0,0.99
Myanmar,20:19.0,0.99
Paraguay,27:02.0,0.99
Venezuela,32:41.0,0.99
Brazil,54:16.0,0.99
France,32:08.0,0.99
Bangladesh,27:48.0,0.99
Iran,56:53.0,0.99
China,52:26.0,0.99
Russian Federation,04:30.0,0.99
China,09:07.0,0.99
Turkey,47:51.0,0.99
Puerto Rico,57:53.0,0.99
Cameroon,32:22.0,0.99
China,25:28.0,0.99
Philippines,05:17.0,0.99
Nigeria,25:58.0,0.99
Moldova,39:16.0,0.99
Russian Federation,49:57.0,0.99
Philippines,16:31.0,0.99
Vietnam,49:46.0,0.99
Vietnam,54:21.0,0.99
Spain,06:25.0,0.99
Poland,39:06.0,0.99
India,53:46.0,0.99
India,25:49.0,0.99
Nigeria,13:19.0,0.99
Ukraine,23:15.0,0.99
China,19:22.0,0.99
China,19:27.0,0.99
Israel,47:06.0,0.99
Philippines,55:44.0,0.99
Germany,17:14.0,0.99
Romania,15:25.0,0.99
Anguilla,59:59.0,0.99
Mexico,59:29.0,0.99
Japan,39:44.0,0.99
Brunei,42:59.0,0.99
Mexico,15:21.0,0.99
Peru,32:42.0,0.99
Taiwan,47:09.0,0.99
Kazakstan,51:09.0,0.99
Japan,47:08.0,0.99
United Arab Emirates,17:06.0,0.99
United States,04:27.0,0.99
China,40:03.0,0.99
Cameroon,54:20.0,0.99
Tanzania,47:06.0,0.99
Turkey,33:25.0,0.99
Brazil,32:38.0,0.99
Netherlands,24:13.0,0.99
Japan,32:16.0,0.99
United States,05:31.0,0.99
Yemen,52:29.0,0.99
Switzerland,51:26.0,0.99
Tunisia,00:03.0,0.99
Japan,20:55.0,0.99
Taiwan,12:41.0,0.99
Puerto Rico,50:19.0,0.99
United Kingdom,57:32.0,0.99
Malaysia,26:18.0,0.99
Egypt,51:10.0,0.99
Mexico,11:34.0,0.99
Sudan,39:32.0,0.99
United States,35:34.0,0.99
Philippines,54:33.0,0.99
India,54:26.0,0.99
Nigeria,57:56.0,0.99
Pakistan,12:27.0,0.99
Sweden,41:49.0,0.99
United States,16:23.0,0.99
Brazil,15:46.0,0.99
China,25:22.0,0.99
Japan,49:46.0,0.99
Mexico,59:15.0,0.99
Saint Vincent and the Grenadines,29:00.0,0.99
Canada,17:35.0,0.99
Oman,00:05.0,0.99
Canada,44:26.0,0.99
Netherlands,38:35.0,0.99
India,17:28.0,0.99
Peru,36:23.0,0.99
Japan,58:05.0,0.99
China,55:28.0,0.99
India,48:18.0,0.99
Chad,13:50.0,0.99
Turkey,40:35.0,0.99
Philippines,08:10.0,0.99
India,33:43.0,0.99
China,42:43.0,0.99
French Guiana,51:33.0,0.99
Russian Federation,45:14.0,0.99
Tanzania,53:18.0,0.99
Bangladesh,43:48.0,0.99
India,50:21.0,0.99
Mexico,19:47.0,0.99
Brazil,53:54.0,0.99
China,28:13.0,0.99
Japan,35:15.0,0.99
South Africa,52:09.0,0.99
Malawi,11:00.0,0.99
China,07:10.0,0.99
United States,07:19.0,0.99
United Arab Emirates,26:14.0,0.99
Mexico,58:20.0,0.99
China,31:40.0,0.99
Russian Federation,56:22.0,0.99
Netherlands,44:03.0,0.99
Russian Federation,57:51.0,0.99
United States,22:38.0,0.99
Brazil,39:53.0,0.99
Mozambique,14:14.0,0.99
Mozambique,01:41.0,0.99
Brazil,47:43.0,0.99
Japan,51:38.0,0.99
Belarus,46:09.0,0.99
Taiwan,40:32.0,0.99
Mexico,12:52.0,0.99
India,12:54.0,0.99
Saint Vincent and the Grenadines,12:51.0,0.99
Chile,53:11.0,0.99
Venezuela,08:04.0,0.99
Russian Federation,22:53.0,0.99
Brazil,32:29.0,0.99
Argentina,59:45.0,0.99
Brazil,44:42.0,0.99
Argentina,37:14.0,0.99
Colombia,38:08.0,0.99
United States,01:06.0,0.99
Pakistan,44:24.0,0.99
United States,30:49.0,0.99
Italy,57:02.0,0.99
Nigeria,29:22.0,0.99
India,15:12.0,0.99
China,16:09.0,0.99
Japan,02:12.0,0.99
South Africa,17:40.0,0.99
Israel,09:58.0,0.99
Japan,54:37.0,0.99
Russian Federation,43:38.0,0.99
China,25:59.0,0.99
China,07:24.0,0.99
Taiwan,20:19.0,0.99
Philippines,46:21.0,0.99
United Kingdom,53:39.0,0.99
United States,47:43.0,0.99
South Africa,33:52.0,0.99
Chile,25:30.0,0.99
"Virgin Islands, U.S.",39:03.0,0.99
Malaysia,55:46.0,0.99
China,07:23.0,0.99
Indonesia,22:29.0,0.99
Azerbaijan,54:47.0,0.99
United States,49:47.0,0.99
Sudan,27:39.0,0.99
Holy See (Vatican City State),28:39.0,0.99
Tunisia,44:30.0,0.99
Brazil,44:42.0,0.99
United States,47:05.0,0.99
India,26:36.0,0.99
Dominican Republic,37:09.0,0.99
Brazil,19:31.0,0.99
South Africa,29:27.0,0.99
India,43:23.0,0.99
Spain,27:05.0,0.99
Madagascar,50:41.0,0.99
China,26:58.0,0.99
India,31:38.0,0.99
Brazil,42:24.0,0.99
Nigeria,55:56.0,0.99
Bolivia,31:42.0,0.99
Indonesia,25:06.0,0.99
Germany,38:40.0,0.99
United States,38:14.0,0.99
India,34:51.0,0.99
United States,39:54.0,0.99
Saint Vincent and the Grenadines,33:00.0,0.99
Taiwan,18:56.0,0.99
Italy,12:48.0,0.99
Brazil,54:22.0,0.99
Indonesia,38:05.0,0.99
Russian Federation,27:33.0,0.99
Japan,27:51.0,0.99
United Kingdom,19:11.0,0.99
China,43:12.0,0.99
Taiwan,20:06.0,0.99
India,31:00.0,0.99
Romania,40:22.0,0.99
Turkey,51:51.0,0.99
India,10:09.0,0.99
Mexico,22:58.0,0.99
Vietnam,57:19.0,0.99
Philippines,27:32.0,0.99
Madagascar,45:48.0,0.99
Iraq,24:53.0,0.99
Spain,35:21.0,0.99
Tanzania,59:06.0,0.99
China,21:18.0,0.99
Brazil,19:54.0,0.99
China,54:50.0,0.99
Canada,24:58.0,0.99
Sudan,55:14.0,0.99
China,49:56.0,0.99
China,15:19.0,0.99
Poland,37:44.0,0.99
Turkey,55:52.0,0.99
Mexico,57:16.0,0.99
India,02:49.0,0.99
United States,38:48.0,0.99
Russian Federation,34:03.0,0.99
Hungary,52:42.0,0.99
Mozambique,25:51.0,0.99
France,37:00.0,0.99
Nigeria,35:30.0,0.99
Bangladesh,22:53.0,0.99
India,47:21.0,0.99
United States,32:16.0,0.99
India,26:33.0,0.99
Kazakstan,03:07.0,0.99
Mexico,40:18.0,0.99
Iraq,57:04.0,0.99
Saudi Arabia,14:39.0,0.99
Ethiopia,27:18.0,0.99
China,08:31.0,0.99
Japan,14:35.0,0.99
China,41:33.0,0.99
United States,48:54.0,0.99
China,11:31.0,0.99
Mexico,37:46.0,0.99
Faroe Islands,05:48.0,0.99
China,38:30.0,0.99
United Arab Emirates,34:20.0,0.99
Ecuador,56:59.0,0.99
Brazil,29:01.0,0.99
Nigeria,12:37.0,0.99
North Korea,50:25.0,0.99
Thailand,17:59.0,0.99
Pakistan,46:26.0,0.99
United States,34:13.0,0.99
Romania,20:31.0,0.99
Ukraine,44:45.0,0.99
Nigeria,01:50.0,0.99
Russian Federation,11:40.0,0.99
United States,01:44.0,0.99
Latvia,18:28.0,0.99
Japan,52:36.0,0.99
Mexico,52:13.0,0.99
China,00:50.0,0.99
India,22:23.0,0.99
India,12:57.0,0.99
Netherlands,45:09.0,0.99
United States,16:24.0,0.99
Argentina,19:23.0,0.99
China,21:07.0,0.99
India,59:13.0,0.99
Vietnam,57:02.0,0.99
Philippines,59:52.0,0.99
Egypt,57:12.0,0.99
Argentina,27:03.0,0.99
Bolivia,27:50.0,0.99
India,24:43.0,0.99
Italy,02:34.0,0.99
Philippines,50:36.0,0.99
Israel,23:25.0,0.99
Italy,06:47.0,0.99
Turkey,43:10.0,0.99
United States,09:43.0,0.99
Canada,35:50.0,0.99
Saudi Arabia,44:53.0,0.99
"Virgin Islands, U.S.",36:34.0,0.99
Indonesia,48:13.0,0.99
China,53:10.0,0.99
Malaysia,52:29.0,0.99
Germany,10:26.0,0.99
United States,12:45.0,0.99
Dominican Republic,37:41.0,0.99
Yemen,41:31.0,0.99
India,15:44.0,0.99
United States,39:19.0,0.99
Kazakstan,33:04.0,0.99
Yemen,06:35.0,0.99
Brazil,27:06.0,0.99
Taiwan,30:30.0,0.99
Venezuela,26:32.0,0.99
United Kingdom,12:52.0,0.99
Turkey,55:38.0,0.99
Japan,14:04.0,0.99
Brazil,50:05.0,0.99
Indonesia,17:06.0,0.99
Austria,31:20.0,0.99
Mexico,12:11.0,0.99
Indonesia,06:08.0,0.99
South Korea,21:34.0,0.99
India,12:08.0,0.99
China,08:23.0,0.99
Tanzania,47:48.0,0.99
China,09:42.0,0.99
United States,15:50.0,0.99
United Arab Emirates,30:32.0,0.99
Japan,04:54.0,0.99
United Arab Emirates,48:20.0,0.99
Philippines,22:20.0,0.99
Indonesia,06:24.0,0.99
Argentina,38:29.0,0.99
United Kingdom,21:32.0,0.99
Argentina,58:08.0,0.99
India,14:03.0,0.99
Oman,40:20.0,0.99
Japan,03:20.0,0.99
India,55:36.0,0.99
India,43:54.0,0.99
Vietnam,45:00.0,0.99
Slovakia,47:11.0,0.99
Paraguay,51:23.0,0.99
Anguilla,50:42.0,0.99
Argentina,37:15.0,0.99
Nigeria,26:21.0,0.99
China,01:33.0,0.99
Ecuador,42:56.0,0.99
Algeria,55:31.0,0.99
Japan,27:18.0,0.99
Angola,52:29.0,0.99
Philippines,14:02.0,0.99
China,23:14.0,0.99
Brazil,53:35.0,0.99
Iran,12:07.0,0.99
"Virgin Islands, U.S.",33:30.0,0.99
Kuwait,41:30.0,0.99
Iran,22:05.0,0.99
India,58:53.0,0.99
Philippines,21:20.0,0.99
Brazil,05:00.0,0.99
Poland,05:53.0,0.99
Japan,38:36.0,0.99
Russian Federation,05:37.0,0.99
Tanzania,28:00.0,0.99
China,43:10.0,0.99
Hong Kong,52:08.0,0.99
Egypt,23:07.0,0.99
United States,11:51.0,0.99
Russian Federation,51:46.0,0.99
China,12:39.0,0.99
India,13:54.0,0.99
Mexico,26:01.0,0.99
Philippines,58:47.0,0.99
Myanmar,37:07.0,0.99
Pakistan,25:57.0,0.99
"Congo, The Democratic Republic of the",15:32.0,0.99
India,39:02.0,0.99
China,39:18.0,0.99
Mexico,24:15.0,0.99
Saudi Arabia,41:04.0,0.99
South Korea,29:12.0,0.99
Iran,53:04.0,0.99
United Kingdom,38:31.0,0.99
South Africa,18:32.0,0.99
India,58:16.0,0.99
United States,47:15.0,0.99
Philippines,56:54.0,0.99
Vietnam,01:30.0,0.99
Myanmar,18:35.0,0.99
Egypt,17:47.0,0.99
Japan,36:54.0,0.99
Philippines,02:45.0,0.99
Italy,40:46.0,0.99
Myanmar,56:27.0,0.99
China,01:45.0,0.99
Angola,24:05.0,0.99
India,38:13.0,0.99
United Kingdom,17:54.0,0.99
South Korea,47:40.0,0.99
India,19:17.0,0.99
South Africa,18:57.0,0.99
Philippines,23:22.0,0.99
Azerbaijan,53:47.0,0.99
Colombia,28:03.0,0.99
Thailand,20:25.0,0.99
Senegal,15:45.0,0.99
Brazil,31:53.0,0.99
Taiwan,05:42.0,0.99
Mexico,30:12.0,0.99
Turkey,17:37.0,0.99
Saudi Arabia,19:24.0,0.99
Bangladesh,50:21.0,0.99
Argentina,43:04.0,0.99
India,20:06.0,0.99
Poland,42:46.0,0.99
United Kingdom,28:44.0,0.99
Turkey,54:15.0,0.99
Ecuador,32:42.0,0.99
Ecuador,39:27.0,0.99
Nigeria,25:24.0,0.99
India,21:04.0,0.99
Japan,55:56.0,0.99
India,05:38.0,0.99
United States,07:55.0,0.99
India,06:26.0,0.99
United Arab Emirates,11:09.0,0.99
India,46:54.0,0.99
Poland,25:15.0,0.99
Philippines,41:42.0,0.99
Japan,10:45.0,0.99
China,44:13.0,0.99
Mozambique,37:18.0,0.99
Mozambique,31:25.0,0.99
China,36:19.0,0.99
Pakistan,02:20.0,0.99
Spain,58:18.0,0.99
Greece,05:54.0,0.99
Italy,26:47.0,0.99
Finland,26:46.0,0.99
United States,40:35.0,0.99
Indonesia,29:25.0,0.99
Indonesia,15:18.0,0.99
Mexico,49:09.0,0.99
United Kingdom,26:59.0,0.99
Finland,20:24.0,0.99
Iran,43:30.0,0.99
Japan,43:10.0,0.99
Bulgaria,11:53.0,0.99
Ukraine,07:18.0,0.99
